,gold_label,sentence1,sentence2
670,neutral,A father is teaching his son how to ride a bicycle.,The boy is improving quickly.
671,neutral,Two men with graying beards share a laugh while enjoying the nice weather.,The men are laughing about the us losing the cold war.
672,neutral,Two adults hold either side of a boat at the edge of the water.,Two people are in the ocean.
673,neutral,A child with wet hair is holding a butterfly decorated beach ball.,The child is at the beach.
674,neutral,Women in a red hat and beige shoes standing with hands behind her back in front of a cement wall.,A tall person in a hat
675,neutral,"A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach.",A giant wave splashes the beach.
676,neutral,A man is holding a cigarette outdoors in front of a blue wall with a sink on it.,A man takes a smoke break from work.
677,neutral,A black and white picture of a city street with a food vendor in the foreground.,The food vendor is selling hot dogs.
678,neutral,a baby getting a bath in the kitchen sink.,A baby is getting a bath by his Father.
679,neutral,Three people on skis are standing behind a no skiing sign.,Three friends standing on top of a ski mountain.
680,neutral,A young woman stands by a barbecue.,The young woman is preparing the meat to cook on the barbecue.
681,neutral,A young couple holding hands in the park.,A man and woman are on a date.
682,neutral,Child is laughing and playing around.,The child is with his parents.
683,neutral,A man grilling a hamburger.,The man is wearing an apron.
684,neutral,A young man appears bored in a restaurant.,A young sad man appears bored in a restaurant.
685,neutral,"Child in blue polos are sitting around a table writing on their notebooks, one is standing up.",Children doing homework assignments while tutor monitors them.
686,neutral,A woman in her swimsuit is kicking a ball on the beach.,A woman wearing a pink swimsuit.
687,neutral,A white and black spotted dog is running through a grassy area.,A dog is running in the field towards another dog.
688,neutral,Young Asian girl is sitting on the ground in rubble.,The young Asian has lost her home.
689,neutral,A man in a coat with a briefcase walks down a street next to the bus lane.,A sad man in a coat with a briefcase walks down a street next to the bus lane.
690,neutral,A young boy swings a hula hoop while other children sit on the floor with their hoops.,The boy is 8
691,neutral,a young man pouring tea inside of a glass jar.,A man is getting ready to drink ice tea.
692,neutral,A young couple thinking about their Christmas decorations.,The couple has their Christmas tree out.
693,neutral,"A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.",A homeless man in torn jeans begs.
694,neutral,A person shovels the snow in the city as the snow continues to fall.,The man is clearing his driveway.
695,neutral,A group of people are buying fruits and vegetables from a stand located in a street market.,The people are inspecting the vegetables.
696,neutral,A brown and white dog is chained up near a red chair.,The dog is sitting.
697,neutral,Two dogs either fighting or playing together.,The dogs are in a meadow.
698,neutral,Three men sitting in a room looking at their one motorbike and one pedal bike.,Men prepare to fix their damaged bikes.
699,neutral,A kid bored in a train with brown hair and his head lying down.,A child is riding the train from New York to Boston.
700,neutral,A person sitting on a rock beside a waterfall.,A person is taking a break from walking
701,neutral,A woman finishing a marathon race.,The woman is in first place.
702,neutral,Two men shining peoples shoes.,Two men shining shoes in the plaza.
703,neutral,A shirtless man rock climbs.,A man is doing his hobby
704,neutral,A dog plays with a stuffed animal.,The dog is chewing on his toy.
705,neutral,A man looks back while laughing and walking.,A man walks and hears a funny joke and starts to laugh.
706,neutral,A woman in a dress is singing and having a good time.,A woman is singing karaoke.
707,neutral,A man talks to two guards as he holds a drink.,The prisoner is talking to two guards in the prison cafeteria.
708,neutral,A young woman wearing a yellow shirt and off-white shorts is reading a book while sitting on a park bench.,A woman reading a book while she sits on a bench waiting for the bus.
709,neutral,A man in a business suit screaming at the camera.,A business man is giving a heated interview for the local news.
710,neutral,A young woman wearing jeans and a gray sweater walks across an empty street.,A woman is on her way home.
711,neutral,A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,The couple are walking away from the wrong bus stop.
712,neutral,an elderly woman walking down the street.,An elderly woman is walking to her doctors appointment.
713,neutral,A man holding a sign of a rainbow elephant.,The person is a gay Republican.
714,neutral,A man dressed all in black puts his hands on an art sculpture.,The man is stealing a sculpture
715,neutral,This child is getting a pedicure.,Child getting pedicure with mother.
716,neutral,A black-haired woman with her hair in a high bun is having her head shaved by another woman.,A tall person with hair
717,neutral,A wall hung with multicolored crosses is visible behind the group of young men as they converse.,Young men are talking abuot love
718,neutral,A bundled up toddler is walking over snow.,A toddler is very cold.
719,neutral,A robed dancer holding fire stick entertains a crowd.,A dancer about to breath fire out before the crowd.
720,neutral,A topless man straps surfboards on top of his blue car.,A man is heading out to the beach for a day of surfing.
721,neutral,A child bowling at the bowling alley.,A girl is bowling against her daddy.
722,neutral,Two women wearing red are smiling at the camera.,Posing for a picture the woman wore the same red smock
723,neutral,A little girl in a colorful shirt holding a flower.,THe girl is cute
724,neutral,Three people are posing on the side of a mountain.,They are all smiling.
725,neutral,A man hammering nails on a shed.,The man is a handyman.
726,neutral,Two young girls in bathing suits laugh while standing under a fountain of water.,Two young girls in bathing suits are standing under a fountain of water at an amusement park with their family.
727,neutral,A woman tired from her long day takes a nap on her bed above the sheets and covers.,An elderly woman is taking a nap.
728,neutral,A woman outside in the snow holds a container that produces steam.,A women about to make hot water turn into snow by throwing the hot water in the air.
729,neutral,You can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere,The sidewalk is in New York.
730,neutral,"A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the bench waiting for his wife
731,neutral,A man siting on a bench with a briefcase.,The man is waiting for the bus to take him to the airport.
732,neutral,Person in yellow T-shirt is sleeping.,A person is sleeping on a park bench.
733,neutral,A man and a young girl swimming.,a father and daughter swim together
734,neutral,Man recording a video of a woman.,A woman is unknowing being recorded by a man.
735,neutral,Little boy getting soaked playing an outdoor water game.,A little boy is running through the sprinkler with his friends.
736,neutral,Firefighters in full gear are walking up a ladder.,The firefighters are trying to save a child.
737,neutral,A gymnastics performer is in mid-pose as she completes her jump.,A gymnast is completing her jump in the finals.
738,neutral,People trying to get warm.,People are outside on a chilly day.
739,neutral,A man with two small boys making a purchase from a woman.,The man with the little boys is buying a gift from the woman's store.
740,neutral,Police officer wearing a brown uniform talks into a wireless microphone.,A police officer is wearing a large helmet.
741,neutral,A man wearing noise-canceling headphones and a breathing mask works on a white sculpture.,a man wearing headphones working on a sculpture of his friend
742,neutral,A man wearing black carving stone.,The man is very tall.
743,neutral,A young woman in tight pants talks to a man in the street.,A teenager in tight jeans is speaking to a guy in the middle of the road.
744,neutral,Two women in black enjoying a lunch in a restaurant.,The restaurant is crowded
745,neutral,A woman with red-hair and a leather jacket holds a harp in front of a snowy forest.,The woman is naturally a red head.
746,neutral,Six people appearing to be planting something in the ground.,People are planting a vegetable garden
747,neutral,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,A man has dragon tattoos on his arm.
748,neutral,Two people standing behind a Sonoma display and a woman with a stroller on the other side.,A woman has her daughter in a stroller.
749,neutral,several brides wearing white dresses are holding red roses,They are sisters.
750,neutral,A boy and girl kissing in the sunset.,A boy kisses his girlfriend on the beach.
751,neutral,A baby is eating aqua-colored cake very messily.,A baby eating cake celebrating it's birthday.
752,neutral,A woman cook in an apron is smiling at the camera with two other cooks in the background.,A woman is in a cooking competition
753,neutral,Two butchers are walking through their shop.,The owners of a very famous meat market are getting ready to open up shop.
754,neutral,A man in a white shirt speaks into a microphone as other men gather behind him at a public event.,The man speaking is the President of the United States.
755,neutral,Three people are riding a carriage pulled by four horses.,The horses are scrawny.
756,neutral,A man wearing a black coat is walking.,A man walking home.
757,neutral,The squirrel sits straight up in the grass.,A squirrel sits in the grass on a rainy day.
758,neutral,A crowd of people at a county fair watch three men agitate a large bull.,A fair is filled with crowds of adults and children.
759,neutral,A little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange toothbrush.,A girl fakes a smile to brush her teeth.
760,neutral,"A man wearing a white shirt and a hat, riding his bike, makes an obscene gesture to the photographer",The photographer has angered that bike rider somehow.
761,neutral,A tour bus parked in a park.,The buss is stopping for some picture breaks for the tourists
762,neutral,Construction workers on lifts working on a building.,Men are repairing the gutters on a house.
763,neutral,A white woman waiting in line.,There is a female waiting for a friend.
764,neutral,A lady and a man in a hat watch baseball from the stands.,A woman and her husband are at a baseball game.
765,neutral,People are sitting at tables.,People are seated at tables at a wedding reception.
766,neutral,Scientists frantically research ways to finally eliminate male baldness.,A group of scientists are examining a bald man while shaking their heads
767,neutral,A woman in a red jacket walks down the street in the rain.,"women dislikes rain, but walks through it anyway"
768,neutral,Woman adjusting her eyeglasses.,Woman adjusting her eyeglasses after reading.
769,neutral,A young boy wearing an orange uniform stands on the field near a colorful ball.,A boy is with a soccer ball.
770,neutral,A group of men on a beach are chasing another man who is carrying a ball.,The men just met today.
771,neutral,Man with tattoo is lying down in the sand next to a cow.,The man is at a farm.
772,neutral,"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.",the people are betting money on this match
773,neutral,Two workers in green uniforms are standing in an alleyway.,The workers are brothers.
774,neutral,A man wearing protective gear grinds down a large metal object.,The man is using a grinder wearing red protective gear.
775,neutral,Two rescue guys looking at a guy on a stretcher,A man on a stretcher after falling from the third floor.
776,neutral,A child looks at a cactus garden.,A child in a red shirt is looking at a massive cactus garden in the desert.
777,neutral,"A man with arms folded in front of his chest sitting next to at least one other person, laughing.",two people tell jokes
778,neutral,A man and a woman are showing their kid their little baby.,The kid loves his new sibling.
779,neutral,A man wearing a hat and carrying a bag,A man is carrying a bag full of bread.
780,neutral,Three men are looking forward and laughing.,Three men are laughing at a joke
781,neutral,A woman on the sidewalk blocks the sun from her eyes to peer down the street.,A woman is attempting to recognize a friend she thinks is approaching.
782,neutral,"A person just about to stand up while water-skiing, while people in the background watch and take photos.",The person water-skiing is about to hit a big wave.
783,neutral,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.
784,neutral,"Two babies, one in red, asleep in their highchairs.",twins are asleep
785,neutral,"Three men are playing soccer, two of them in blue uniforms and the other in a bright green uniform.",An intense game of soccer at the World Cup.
786,neutral,The man is digging in the sand while others watch to see what he discovers.,a man is digging for gold.
787,neutral,This is a clown at an elementary school.,The clown is there to entertain.
788,neutral,A man is standing outside next to a garbage can.,A young black man stands beside an overfilled garbage can.
789,neutral,A young woman skateboarding on an outdoor basketball court in front of a mural.,The young woman is wearing a helmet.
790,neutral,A man walks three white dogs with spots down a street with palm trees.,the dogs belong to the man
791,neutral,Birds flying above the rolling waves of the ocean.,Seagulls flying over the ocean.
792,neutral,People gathered around a table with food and wine on it.,"The family is sitting at Thanksgiving dinner, preparing to dine together."
793,neutral,Two men walking in summer attire.,Two men are walking down the sidewalk.
794,neutral,"A boy in an orange ""Spring Hill"" ball team uniform, pitching the ball.",A boy plays pitcher for the first time.
795,neutral,Two fans are cheering at a sporting event.,Two men are cheering on the New York Yankees.
796,neutral,A large group of protesters are walking down the street with signs.,The group of protesters are promoting legalizing gay marriage.
797,neutral,The large white bird grazes the water.,He is searching for fish
798,neutral,A woman with long hair pointing her camera skyward as she stands on a brick wall.,A woman is attempting to photograph a bird in the sky.
799,neutral,"Two older men in business attire are walking in a city, text graffiti is visible on the sidewalk.",They hope to clean up the street together
800,neutral,3 Olympic winners posing for a photo on an advertised background,Some men are posing with their gold medals.
801,neutral,Two men working in a small factory.,Two men in a tool plant.
802,neutral,People in chairs around a table,The people are eating dinner.
803,neutral,A woman in a yellow shirt is carrying two full red grocery bags.,A lady just finished shopping
804,neutral,A little boy is standing in front of a wedding party laughing.,The little boy is the ring bearer.
805,neutral,A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,The soccer players compete in the championship
806,neutral,A man and a woman are standing at the side of an inflatable climbing structure.,A man and a woman are talking
807,neutral,people looking at dirty water.,People are trying to see fish.
808,neutral,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,A group of people are considering whether to shop at the store.
809,neutral,A man and a woman sitting down laughing.,The man and woman are husband and wife.
810,neutral,A news crew in rain jackets standing in front of line of police tape outside of a residence.,"A news crew investigates a double homicide, while the police place tape outside."
811,neutral,Five women with red and black halter tops and red and black miniskirts wearing red and white shoes.,Five sisters wearing red and black attire are getting ready to take a family portrait.
812,neutral,cheerleaders pose for the camera.,They are at a photo shoot.
813,neutral,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing
814,neutral,construction worker working on a structure,A man is building a house.
815,neutral,A group of people sitting around a table eating food.,People are at a table eating Christmas dinner.
816,neutral,A woman playing with play equipment while a child looks on.,Mother demonstrates how to use equipment to her son.
817,neutral,A man in a red plaid shirt using a bull horn to talk to a crowd of people.,a man is a comedian
818,neutral,The tennis player spikes the tennis ball on the boundary line.,The tennis player is winning the game.
819,neutral,A police person is on a motorcycle on the side of a street.,A policewoman is sitting on the motorcycle behind the parked car.
820,neutral,three dogs run through the grass.,"Three dogs run through the dead, brown grass."
821,neutral,A person holds a bunch of brush while walking down a stone path.,The person is doing a job for someone.
822,neutral,A lady digs through a garbage can looking to add to the shopping cart beside her.,Lady is searching for food in garbage
823,neutral,Man with blue and yellow shirt rides bike.,a man rides a bike for the first time
824,neutral,A little boy and his father talking to a man dressed as Santa Claws.,A boy and his father discuss Christmas with Santa Claus
825,neutral,Two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,The men are very careful on the scaffold.
826,neutral,An adorable child leaping to block a soccer ball from entering the goal.,A child blocks a goal with his head.
827,neutral,Four individuals are sitting on a small dock by the water as a boat sails by.,Four people sitting near the ocean.
828,neutral,A woman in a red dress is walking on the sidewalk.,The lady is walking to meet up with her date.
829,neutral,Three young Asian women walk on a rain soaked street with traffic in the background.,The women each have umbrellas.
830,neutral,a woman walking down the street.,A woman is walking to work.
831,neutral,Two kids in their pajamas.,Two kids are wearing PJs on pajama day at school.
832,neutral,A woman walking down a crowded sidewalk talking on her cellphone.,A woman is talking to her boyfriend on the phone.
833,neutral,There is a green trash truck in road with a person sweeping sidewalk.,The garbage man sweeps up where the can spilled.
834,neutral,"A group of men are sitting and standing a courtyard, some of them are reading books and some are talking.",A group of males are outside reading and singing.
835,neutral,A man and a woman are laughing.,A man and woman are laughing at a joke.
836,neutral,A man is reading a book while sitting on a bench outside of a bookstore.,A man is reading a book he just bought.
837,neutral,People are shopping around Christmas time for decorations.,People are in the mall shopping.
838,neutral,"A person is sitting on a yellow picnic table with a water bottle, while a baby stroller sits beside her.",a mom takes a break in a park
839,neutral,Four people stand in front of trees.,A group of people inspecting trees for woodpeckers.
840,neutral,A group of people and a dog sitting on the steps.,A group of people and a dog are waiting for the plumber.
841,neutral,The skateboarder is jumping his board in the air while another skateboarder watches.,A skateboarder is jumping while the other is sitting.
842,neutral,A man wearing a hat sitting on the side of a hill looking towards the water.,The man is watching boats pass by while sitting on the hill.
843,neutral,A group of women observing an event while one in military attire takes a photograph,A group of people are watching a shuttle launch.
844,neutral,two women in lingerie with green feathers around waist,A pair of strippers do a dance
845,neutral,"A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench.",A young woman is reading a Nicholas Sparks book on the beach.
846,neutral,A black and brown dog is playing with a brown and white dog.,Two dogs play with a chew toy.
847,neutral,An older man holding a sign for tattoos soliciting business on the street.,The man is a tattoo artist.
848,neutral,People looking at tall oriental art piece.,The new Chinese history exhibit is open at the museum
849,neutral,A group of people having a conversation.,People are talking about politics.
850,neutral,The German shepherd runs happily in the park.,Dog runs outside with his owner.
851,neutral,A man in a lab coat is looking through a microscope.,A scientist is inspecting a new strain of virus
852,neutral,A man is working in an art studio and is surrounded by art supplies.,A man is is an artist teaching art classes
853,neutral,"Two beautiful, little girls with dark hair and dark complexions are sitting down eating cupcakes.",Kids eating cupcakes that their mom gave them.
854,neutral,A person dressed in black and red protective gear drives an ATV on a track.,There is a person driving in a tournament.
855,neutral,an older man wearing a suit has his arms folded behind his back and looking in a store window.,Businessman considers buying a gift.
856,neutral,"Two men are drumming, one is standing and one is sitting down.",Some members of the marching band are sitting while others are standing.
857,neutral,A person flying through the air on a bicycle.,A person just lost control as they flew off the curb on their bike.
858,neutral,A man is wearing protective hair and face coverings.,A man is working in a restaurant.
859,neutral,A group of people cleaning some kins of sea animal.,The people are at the beach.
860,neutral,"People walk outside ""The Tempe Bar"".",Bar goers walk around outside after last call.
861,neutral,A white dog next to a basement window.,A Pomeranian next to a window
862,neutral,A man is throwing a small white ball at some red cups.,The man is outside
863,neutral,A young child climbing a stack of logs even though the sign warns against it.,A kid who's too young to read climbs a dangerous stack of logs.
864,neutral,A woman is standing at a podium.,The woman is making a speach about agriculture.
865,neutral,A man wearing a white button down shirt is walking down the street.,The man is on his way to a movie.
866,neutral,A woman and a young girl are eating side by side.,A mother and her daughter eating sandwiches together.
867,neutral,A happy woman who is preparing for dinner.,A woman is cooking dinner for the guests.
868,neutral,A boy pushing a girl on a toy SUV.,A boy is pushing a girl on a toy SUV inside of a nice house.
869,neutral,A bearded man wears a roughly sewn hooded costume emblazoned with images of Spiderman.,A man dressing for a show
870,neutral,a group of skiers jumping down slopes with the sun directly cast in backgroud,The sun sets as a group of skiers finish a race.
871,neutral,Seven young girls are being creative and making posters.,The girls are using paints and markers on the signs.
872,neutral,A man waiting in an airport terminal writes on a piece of paper as others are seen behind.,People trying to read what a man is writing.
873,neutral,A teen is standing in a field and is in the upswing position after hitting a golf ball.,The teenager has just made a hole-in-one while playing golf.
874,neutral,Three men stand on a sidewalk wearing construction hats.,The constuction crew is waiting for the next delivery of supplies
875,neutral,"A black women holding a sign that says, ""free hugs"" in the city.",a younger woman is holding a sign
876,neutral,a group of construction workers busy refinishing a subway station.,A team of construction workers are hurrying to get back on schedule.
877,neutral,A woman is taking a picture on the shoulders of another woman in cold weather.,A woman is taking a picture with an older woman.
878,neutral,A group in uniform marches carrying red signs with Chinese lettering on them.,a militant Chinese group lead a protest with red signs
879,neutral,Two dancers in pink tops and striped capri bottoms perform on stage barefoot.,Dancers are performing to Latin music.
880,neutral,A man sits on a couch beside a colorful cushion with a pencil in his hand.,The man is drawing a picture.
881,neutral,A few women and children are collecting items from rocks.,People are collecting special stones from rocks.
882,neutral,A group of young people pose for a picture in a field,They are taking a class photo.
883,neutral,Two men stand in the center of a clearing with mountains in the background.,men at the center of a clearing waiting for the rest of the group
884,neutral,A boy wearing a yellow shirt and blue pants is climbing a tree in a hilly area.,The boy is trying to get his kite down from the tree.
885,neutral,A man with a beard sitting in front of the tour bus.,A man is traveling to see his best friend.
886,neutral,People sitting in a dim restaurant eating.,People are in a restaurant celebrating an anniversary.
887,neutral,A large group of people gather at a piano bar.,A group of men at a piano bar
888,neutral,A historic-looking building.,The town hall
889,neutral,The man walks among the large trees.,The man is lost in the woods.
890,neutral,A policeman is sitting in a van looking out the window.,The policeman is on a stakeout.
891,neutral,Painter re-creates old works of art in a museum.,A painter copying masterpieces in a museum to sell.
892,neutral,An artist replicating another artist's work and a man looking at the original art.,A painter works on a copy of a Rembrandt.
893,neutral,A woman wearing sunglasses is frowning.,A woman wearing big red sunglasses is frowning.
894,neutral,A runner in a black and blue uniform competes in a race.,he is winning
895,neutral,A person with a striped tube standing in the middle of a crowd of people.,A person is at a concert.
896,neutral,A black scientist looks through a scope examining a biological specimen's blood cells.,he looks through the microscope before lunch
897,neutral,Three men play musical instruments.,Three people with guitars.
898,neutral,A man with brown pants and boots moving a tent.,A circus worker is moving the Big Top tent.
899,neutral,"A man in a blue shirt, blue jeans, and a red apron standing at a grill.",A man in blue jeans cooks hot dogs on the grill.
900,neutral,A dusty boy runs along a dirt path through the grass.,A boy is running home after school.
901,neutral,A firefighter climbs up a ladder towards flames while surrounded by smoke.,The firefighter can't enter the building.
902,neutral,A small dog runs to catch a ball.,The dog is a chihuahua.
903,neutral,Men sitting at a table in a church.,The ornate church contains chatting people.
904,neutral,Man in robe making designs on dirt ground.,An artist preparing some sketches in the dirt.
905,neutral,A woman is carrying two children in the middle of a large crowd.,the woman is white
906,neutral,An Indian woman is dancing with her partner.,A woman has dark skin.
907,neutral,A woman in a gray dress walks down the street.,The woman is walking to the shop.
908,neutral,Someone in green pants is on a white snowboard in the air.,The person is competing in a snowboarding competition.
909,neutral,A man wearing a jacket is listening to headphones while walking down the sidewalk along a street.,An old man listening to rock walking down the sidewalk.
910,neutral,Tan dog running through long grass in a park-like setting.,A dog runs after a squirrel.
911,neutral,A group of people are camping out on some rocks.,People rest while climbing a mountain.
912,neutral,Five rodeo contestants wait their turn.,Five rodeo contestants wait their turn to win the 500 dollar prize.
913,neutral,Children on the beach with their dog.,The children are playing catch with their dog.
914,neutral,A jubilant crowd dressed fabulously in purple red and yellow-gold move in step on a metropolitan street.,People having a parade on a street.
915,neutral,Two women are relaxing in a hot tub.,Two women are on vacation in the hot tub.
916,neutral,A woman is leaning down while talking to her phone.,The phone's ringer is loud
917,neutral,Three men are playing frisbee in the woods.,Three brothers are playing a friendly game of Frisbee before dinner.
918,neutral,People standing in front of a gray building with a sign that reads' Tickets Available Here'.,The people are wanting to buy concert tickets.
919,neutral,A child sits in a tree holding a branch.,The child climbed up there on his own.
920,neutral,A mom and her boy are riding in a bumper car.,The mom is letting the boy steer the bumpercar
921,neutral,A man in an orange hat holds a ball.,A man in an orange hat is getting ready to throw a ball.
922,neutral,Two women bend over to touch a small kangaroo.,The kangaroo wants to leave
923,neutral,A casually dressed young blond woman is looking away sadly as couple near her are kissing.,A woman looks away after recognizing her ex-boyfriend kissing his new girl.
924,neutral,Two guys in blue shirts talking.,Two men complimenting each other on their blue shirts.
925,neutral,A male wearing a football uniform kicking a football during a football game.,A Dallas Cowboy player is trying to tie the playoff game.
926,neutral,The man in the white shirt holds up a playing card.,The man is holding up the Ace of Spades.
927,neutral,A woman wearing a gray sweater stands in the street near a green pole.,A person waiting for a friend
928,neutral,Man on phone in business suit walking down a busy street.,A man is talking to his wife on the phone while walking down the street.
929,neutral,Three men are using Washington Mutual ATMs outside near a parking lot.,A group of friends are getting some money before they go to dinner.
930,neutral,A man crouches down next to a motorcycle.,A man is stealing parts from a motorcycle.
931,neutral,A young boy is jumping down an inflatable water ride.,The boy is happy
932,neutral,Girls dressed in red stand in a line.,It is a special day.
933,neutral,A crowd of people standing in front of statues.,The statue is made of marble.
934,neutral,A few young boys throwing a football over a volleyball net.,"Boys playing a new game they made up, volleyfoot."
935,neutral,A man dressed in all white and wearing a white hat stands on a sidewalk next to a building.,A tall human standing
936,neutral,Several children are standing on the beach.,The children are waiting to go into the water.
937,neutral,A group of people sitting around tables with computer monitors on them paying attention to something on the left.,The group of people are game developers creating a new video game in their office.
938,neutral,A few people are sitting inside of a building with lots of photography on the walls.,The people are viewing a new art exhibit.
939,neutral,Three young women perform a dance in a crowded hall.,Three young women are belly dancing in front of a crowd.
940,neutral,A group of people are standing on steps in front of a building.,A group of people are protesting in front of a building.
941,neutral,A shirtless man with cropped hair smokes a cigarette and ties a plastic bag.,The man doesn't care much about his health.
942,neutral,An enthusiastic boy pushes a shopping cart containing a smiling boy.,Two boys are helping their parents shop
943,neutral,"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting outside waiting for her friend.
944,neutral,A man flying out of a river raft filled with 6 other people.,The raft is filled with 6 females.
945,neutral,Three musicians are playing in a band.,The rock band is playing to a sold out crowd
946,neutral,Several people are playing an intense game of paintball while others watch from the sidelines.,The people watching from the sidelines cheer.
947,neutral,Repairing the roof of a school on the coastline.,Women are fixing a school roof.
948,neutral,A little girl in a pink dress crying.,A young girl is crying for more attention.
949,neutral,Colorful rings spraying water at little girl wearing swimsuit.,The child is at a waterpark.
950,neutral,A blond-haired baby is sitting on the floor playing with toys while looking at a black and white cat.,The baby and the cat are in the living room.
951,neutral,A man in a blue shirt emerges from a doorway.,A man is on his way to work.
952,neutral,A man with a blue helmet and orange shirt.,An 20 year old man has an orange shirt.
953,neutral,Man in leather jacket and scarf sits on purple cushion at a party.,A man is at his sisters party.
954,neutral,A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There is a group of people at a music festival.
955,neutral,A man running in a race passes by spectators.,The person is running a marathon.
956,neutral,Topless girl riding a red bike.,The woman is tall.
957,neutral,A white dog holds a tennis ball in its mouth in a field.,The dog is fetching the ball for its owner.
958,neutral,A man in colorful shorts is surfing under a wave.,A man on vacation is at the ocean.
959,neutral,Several people are waiting in a metro station.,The people are all waiting for the same train.
960,neutral,Four people wearing backpacks walking in a line along a mountain trail.,Four people are walking along a mountain trail trying to get down before the storm.
961,neutral,"A silver car is passing by the entrance of the Hotel Carmel, and several people are outside.",The people are staying at the Hotel Carmel.
962,neutral,A woman wearing purple and carrying a bag is walking out of a door.,The woman is carrying a bag with her laptop.
963,neutral,"The dog is in snow, and has a stick in its mouth.",The dog is playing fetch.
964,neutral,A group of people are outside working.,Construction workers are building something.
965,neutral,"three teenagers wearing t-shirt run down the beach, with several other people in the background.",someone is being chased on a beach
966,neutral,A girl in a hat steers her electric wheelchair.,A girl is following her parents on a wheelchair.
967,neutral,A man in green pants and blue shirt pushing a cart.,An old man pushing a cart.
968,neutral,A tennis player in a pink outfit serves the ball to her opponent.,The girl hits the ball to her coach.
969,neutral,A man is performing for a group in front of a white house.,The man performed in front of his own house.
970,neutral,a black dog chases a boy wearing red and blue.,a dog chases a boy to eat him
971,neutral,A young girl jumps off her swing in front of building.,girl plays in park
972,neutral,The women is photographing statues outdoors on a sunny day.,Women photographing statues for a magazine
973,neutral,A man in purple tie is singing.,A man is performing in a concert.
974,neutral,A worker shoveling dirt into a wheelbarrow.,The worker is a man.
975,neutral,Four men in the forest move a cannon down the path.,The men are preparing to siege a castle.
976,neutral,A man is giving another man a haircut while three other guys stand around.,A man is getting tidied up for a job interview.
977,neutral,Girls giving a presentation for a school class.,The girls are in front of a blackboard in a classroom.
978,neutral,A choir of youths are singing.,they are singing in a christmas program
979,neutral,The person is reading a book.,A person reads their favorite novel.
980,neutral,A little boy with an orange backpack walks under a tree through the woods.,A boy walks to school through the woods.
981,neutral,A group of young men are running in a grassy field.,The group of young men play a game while on break from work.
982,neutral,A little baby wearing a blue outfit is grabbing some fruit.,A little baby is having lunch.
983,neutral,A woman is applying lip makeup to another woman who seems to have some green in her hair.,The girl has a hot date tonight
984,neutral,Woman wearing an orange scarf holding a cellphone.,A woman is calling her daughter.
985,neutral,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man hiding his true identity.
986,neutral,Person in a long red coat walking in front of a building.,A person gets ready to protest near a building.
987,neutral,A child rides a bicycle in a sunny neighborhood.,the child is riding his bike to the park
988,neutral,Three performers are on the stage floor in black lace costumes.,The performers are performing in a cabaret.
989,neutral,A man in a black hat opens his mouth.,The governor prepared to deliver the speech that would deliver the votes.
990,neutral,A male with sunglasses is poking at a tree with a pole.,A tall human poking
991,neutral,"Two construction workers perched on an I beam, assembling a building frame.",The two men are brothers.
992,neutral,Hikers walk along some tough terrain.,Hikers make their way along tough terrain to get to the scene of the fall.
993,neutral,People are sitting in a cheery Mexican restaurant.,People are listening to mariachi music
994,neutral,A rugby player swings his leg back to punt the ball.,The rugby player is tall.
995,neutral,A girl in a black skirt and blue dress is watering flowers.,The girl is watering pansies and daisies.
996,neutral,A woman with a blue shirt and colorful hair has just thrown the bowling ball.,A woman is in a bowling alley.
997,neutral,Two men pouring concrete onto another truck.,They are friends
998,neutral,"A female acrobat with long, blond curly hair, dangling upside down while suspending herself from long, red ribbons of fabric.",A circus is going on.
999,neutral,A musical group performs on stage with their instruments.,The jazz band performs.
1000,neutral,two samoyads play in the snow.,The Samoyads are wrestling.
1001,neutral,A young face-painted boy is sucking his thumb.,The boy lost his pacifier.
1002,neutral,A young boy wearing an orange jacket is sitting on a log in the fall.,A boy is thinking outside.
1003,neutral,Children are playing in the street with a toy.,The children have a ball.
1004,neutral,Man in traditional costume holding small guitar with a silver bike behind him.,A man is about to perform a song.
1005,neutral,A little boy is sitting on a giraffe bouncy while learning.,The boy is 2 years old.
1006,neutral,A male baseball player for the baseball team The Indians prepares to catch a ball.,That player has never missed a catch.
